Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Continente,Chrome 118.0.0.0,,,2023-10-16 16:25:27,2023-10-16 16:27:53,"2m - 26,776s",PASSED
,,,,,,,
Test Cases/Open Continente,Chrome 118.0.0.0,,,2023-10-16 16:25:27,2023-10-16 16:25:34,"7,119s",PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-16 16:25:27,2023-10-16 16:25:30,"3,294s",PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-10-16 16:25:30,2023-10-16 16:25:31,"0,200s",PASSED
"navigateToUrl(""www.continente.pt"")",Chrome 118.0.0.0,,,2023-10-16 16:25:31,2023-10-16 16:25:33,"2,394s",PASSED
"click(findTestObject(""Page_Continente_Online/button_Permitir todos""))",Chrome 118.0.0.0,,,2023-10-16 16:25:33,2023-10-16 16:25:34,"0,943s",PASSED
,,,,,,,
Test Cases/Search Product,Chrome 118.0.0.0,,,2023-10-16 16:25:34,2023-10-16 16:25:51,"16,935s",PASSED
"callTestCase(findTestCase(""Open Continente""), [:], STOP_ON_FAILURE)",Chrome 118.0.0.0,,,2023-10-16 16:25:34,2023-10-16 16:25:42,"7,813s",PASSED
"setText(findTestObject(""Page_Continente_Online/input_search_text""), ""queijo"")",Chrome 118.0.0.0,,,2023-10-16 16:25:42,2023-10-16 16:25:47,"4,532s",PASSED
"click(findTestObject(""Page_Continente_Online/span_search_item""))",Chrome 118.0.0.0,,,2023-10-16 16:25:47,2023-10-16 16:25:51,"4,200s",PASSED
,,,,,,,
Test Cases/Add 1 Item to Cart,Chrome 118.0.0.0,,,2023-10-16 16:25:51,2023-10-16 16:26:22,"30,802s",PASSED
"callTestCase(findTestCase(""Open Continente""), [:], STOP_ON_FAILURE)",Chrome 118.0.0.0,,,2023-10-16 16:25:51,2023-10-16 16:26:00,"8,443s",PASSED
"callTestCase(findTestCase(""Search Product""), [:], STOP_ON_FAILURE)",Chrome 118.0.0.0,,,2023-10-16 16:26:00,2023-10-16 16:26:20,"20,220s",PASSED
"click(findTestObject(""Page_Resultados_de_pesquisa/span_Carrinho""))",Chrome 118.0.0.0,,,2023-10-16 16:26:20,2023-10-16 16:26:22,"1,967s",PASSED
,,,,,,,
Test Cases/Add 2 Items to Cart,Chrome 118.0.0.0,,,2023-10-16 16:26:22,2023-10-16 16:26:51,"28,944s",PASSED
"callTestCase(findTestCase(""Open Continente""), [:], STOP_ON_FAILURE)",Chrome 118.0.0.0,,,2023-10-16 16:26:22,2023-10-16 16:26:28,"6,147s",PASSED
"callTestCase(findTestCase(""Add 1 Item to Cart""), [:], STOP_ON_FAILURE)",Chrome 118.0.0.0,,,2023-10-16 16:26:28,2023-10-16 16:26:49,"20,525s",PASSED
"click(findTestObject(""Page_Resultados_de_pesquisa/span_Carrinho_2""))",Chrome 118.0.0.0,,,2023-10-16 16:26:49,2023-10-16 16:26:50,"0,964s",PASSED
"click(findTestObject(""Page_Resultados_de_pesquisa/button_aumentar_quantidade_produto""))",Chrome 118.0.0.0,,,2023-10-16 16:26:50,2023-10-16 16:26:51,"1,140s",PASSED
,,,,,,,
Test Cases/Show Cart,Chrome 118.0.0.0,,,2023-10-16 16:26:51,2023-10-16 16:27:53,"1m - 2,635s",PASSED
"callTestCase(findTestCase(""Open Google""), [:], STOP_ON_FAILURE)",Chrome 118.0.0.0,,,2023-10-16 16:26:51,2023-10-16 16:26:54,"3,152s",PASSED
"callTestCase(findTestCase(""Search Product""), [:], STOP_ON_FAILURE)",Chrome 118.0.0.0,,,2023-10-16 16:26:54,2023-10-16 16:27:06,"12,248s",PASSED
"callTestCase(findTestCase(""Add 1 Item to Cart""), [:], STOP_ON_FAILURE)",Chrome 118.0.0.0,,,2023-10-16 16:27:06,2023-10-16 16:27:27,"20,445s",PASSED
"callTestCase(findTestCase(""Add 2 Items to Cart""), [:], STOP_ON_FAILURE)",Chrome 118.0.0.0,,,2023-10-16 16:27:27,2023-10-16 16:27:53,"25,955s",PASSED
"click(findTestObject(""Page_Resultados_de_pesquisa/span_13,37""))",Chrome 118.0.0.0,,,2023-10-16 16:27:53,2023-10-16 16:27:53,"0,417s",PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-16 16:27:53,2023-10-16 16:27:53,"0,343s",PASSED
