Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Continente,Chrome 118.0.0.0,,,2023-10-13 15:30:33,2023-10-13 15:31:12,"39,183s",PASSED
,,,,,,,
Test Cases/Open Continente,Chrome 118.0.0.0,,,2023-10-13 15:30:33,2023-10-13 15:30:39,"5,354s",PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-13 15:30:34,2023-10-13 15:30:36,"2,179s",PASSED
"navigateToUrl(""https://www.continente.pt/"")",Chrome 118.0.0.0,,,2023-10-13 15:30:36,2023-10-13 15:30:38,"2,211s",PASSED
"click(findTestObject(""Object Repository/Page_Continente Online  Compras de Supermer_4cd3d9/button_Permitir todos""))",Chrome 118.0.0.0,,,2023-10-13 15:30:38,2023-10-13 15:30:39,"0,690s",PASSED
,,,,,,,
Test Cases/Search Product,Chrome 118.0.0.0,,,2023-10-13 15:30:39,2023-10-13 15:30:52,"12,958s",PASSED
"callTestCase(findTestCase(""Open Continente""), [:], STOP_ON_FAILURE)",Chrome 118.0.0.0,,,2023-10-13 15:30:39,2023-10-13 15:30:43,"4,268s",PASSED
"click(findTestObject(""Object Repository/Page_Continente Online  Compras de Supermer_4cd3d9/svg_EntregaZero_svg-inline icon-search""))",Chrome 118.0.0.0,,,2023-10-13 15:30:43,2023-10-13 15:30:47,"4,094s",PASSED
"setText(findTestObject(""Object Repository/Page_Continente Online  Compras de Supermer_4cd3d9/input_2023 Modelo Continente Hipermercados,_958617""), ""queijo"")",Chrome 118.0.0.0,,,2023-10-13 15:30:47,2023-10-13 15:30:49,"1,228s",PASSED
"click(findTestObject(""Object Repository/Page_Continente Online  Compras de Supermer_4cd3d9/span_O que procura_svg-wrapper svg-icon-search""))",Chrome 118.0.0.0,,,2023-10-13 15:30:49,2023-10-13 15:30:52,"3,069s",PASSED
,,,,,,,
Test Cases/Add 1 Item to Cart,Chrome 118.0.0.0,,,2023-10-13 15:30:52,2023-10-13 15:31:12,"20,608s",PASSED
"callTestCase(findTestCase(""Open Continente""), [:], STOP_ON_FAILURE)",Chrome 118.0.0.0,,,2023-10-13 15:30:52,2023-10-13 15:30:56,"4,513s",PASSED
"callTestCase(findTestCase(""Search Product""), [:], STOP_ON_FAILURE)",Chrome 118.0.0.0,,,2023-10-13 15:30:56,2023-10-13 15:31:10,"13,738s",PASSED
"click(findTestObject(""Page_Resultados de pesquisa para o termo qu_4d046e/span_Carrinho""))",Chrome 118.0.0.0,,,2023-10-13 15:31:10,2023-10-13 15:31:12,"2,190s",PASSED
