Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Continente,Edge Chromium 117,,,2023-10-16 15:34:43,2023-10-16 15:38:03,"3m - 19,442s",PASSED
,,,,,,,
Test Cases/Open Continente,Edge Chromium 117,,,2023-10-16 15:34:44,2023-10-16 15:35:05,"21,013s",PASSED
"openBrowser("""")",Edge Chromium 117,,,2023-10-16 15:34:44,2023-10-16 15:34:52,"7,656s",PASSED
maximizeWindow(),Edge Chromium 117,,,2023-10-16 15:34:52,2023-10-16 15:34:52,"0,261s",PASSED
"navigateToUrl(""www.continente.pt"")",Edge Chromium 117,,,2023-10-16 15:34:52,2023-10-16 15:34:57,"5,085s",PASSED
"click(findTestObject(""Page_Continente_Online/button_Permitir todos""))",Edge Chromium 117,,,2023-10-16 15:34:57,2023-10-16 15:35:05,"7,497s",PASSED
,,,,,,,
Test Cases/Search Product,Edge Chromium 117,,,2023-10-16 15:35:05,2023-10-16 15:35:30,"24,915s",PASSED
"callTestCase(findTestCase(""Open Continente""), [:], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-16 15:35:06,2023-10-16 15:35:20,"14,774s",PASSED
"setText(findTestObject(""Page_Continente_Online/input_search_text""), ""queijo"")",Edge Chromium 117,,,2023-10-16 15:35:20,2023-10-16 15:35:23,"2,094s",PASSED
"click(findTestObject(""Page_Continente_Online/span_search_item""))",Edge Chromium 117,,,2023-10-16 15:35:23,2023-10-16 15:35:30,"7,325s",PASSED
,,,,,,,
Test Cases/Add 1 Item to Cart,Edge Chromium 117,,,2023-10-16 15:35:30,2023-10-16 15:35:59,"28,922s",PASSED
"callTestCase(findTestCase(""Open Continente""), [:], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-16 15:35:30,2023-10-16 15:35:38,"7,457s",PASSED
"callTestCase(findTestCase(""Search Product""), [:], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-16 15:35:38,2023-10-16 15:35:57,"19,429s",PASSED
"click(findTestObject(""Page_Resultados_de_pesquisa/span_Carrinho""))",Edge Chromium 117,,,2023-10-16 15:35:57,2023-10-16 15:35:59,"1,820s",PASSED
,,,,,,,
Test Cases/Add 2 Items to Cart,Edge Chromium 117,,,2023-10-16 15:35:59,2023-10-16 15:36:34,"35,508s",PASSED
"callTestCase(findTestCase(""Open Continente""), [:], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-16 15:35:59,2023-10-16 15:36:06,"6,978s",PASSED
"callTestCase(findTestCase(""Add 1 Item to Cart""), [:], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-16 15:36:06,2023-10-16 15:36:32,"26,166s",PASSED
"click(findTestObject(""Page_Resultados_de_pesquisa/span_Carrinho_2""))",Edge Chromium 117,,,2023-10-16 15:36:32,2023-10-16 15:36:33,"1,295s",PASSED
"click(findTestObject(""Page_Resultados_de_pesquisa/button_aumentar_quantidade_produto""))",Edge Chromium 117,,,2023-10-16 15:36:33,2023-10-16 15:36:34,"0,967s",PASSED
,,,,,,,
Test Cases/Show Cart,Edge Chromium 117,,,2023-10-16 15:36:34,2023-10-16 15:38:03,"1m - 28,559s",PASSED
"callTestCase(findTestCase(""Open Google""), [:], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-16 15:36:34,2023-10-16 15:36:38,"3,969s",PASSED
"callTestCase(findTestCase(""Search Product""), [:], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-16 15:36:38,2023-10-16 15:36:57,"18,638s",PASSED
"callTestCase(findTestCase(""Add 1 Item to Cart""), [:], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-16 15:36:57,2023-10-16 15:37:23,"26,124s",PASSED
"callTestCase(findTestCase(""Add 2 Items to Cart""), [:], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-16 15:37:23,2023-10-16 15:38:02,"38,385s",PASSED
"click(findTestObject(""Page_Resultados_de_pesquisa/span_13,37""))",Edge Chromium 117,,,2023-10-16 15:38:02,2023-10-16 15:38:02,"0,704s",PASSED
closeBrowser(),Edge Chromium 117,,,2023-10-16 15:38:02,2023-10-16 15:38:03,"0,645s",PASSED
